Semana,Id,Tipo,Consigna,Enunciado,Respuesta,También se acepta,Opciones,OK (sí/no),Corrección,Comentario
4,rf-4-11,cloze,Completá con el adjetivo concordado.,I miei vicini sono ___ (simpatico).,simpatici,,,,,
4,rf-4-12,cloze,Completá con el adjetivo concordado.,A Roma ci sono molti monumenti ___ (antico).,antichi,,,,,
4,rf-4-13,cloze,Completá con el adjetivo concordado.,Le strade di questo quartiere sono ___ (largo).,larghe,,,,,
4,rf-4-14,choice,Elegí la forma correcta.,Ho due magliette ___.,blu,,blu | blue | blui,,,
4,rf-4-15,choice,Elegí la forma correcta (rosadas).,Mi piacciono le rose ___.,rosa,,rosa | rose | rosse,,,
4,rf-4-16,cloze,Completá con el adjetivo concordado.,Luisa e Paolo sono ___ (stanco).,stanchi,,,,,
4,rf-4-17,cloze,Completá con el adjetivo concordado.,In estate le giornate sono ___ (lungo).,lunghe,,,,,
4,rf-4-18,choice,Elegí según el sentido: «un hombre pobre» (sin plata).,___,un uomo povero,,un uomo povero | un povero uomo,,,
4,rf-4-19,choice,Elegí según el sentido: «un amigo de hace muchos años».,___,un vecchio amico,,un vecchio amico | un amico vecchio,,,
4,rf-4-20,choice,Elegí la forma correcta.,Dante è un ___ poeta.,gran,,gran | grandi | grossi,,,
4,rf-4-21,cloze,Completá con el adjetivo concordado.,Le città ___ (grande) sono spesso caotiche.,grandi,,,,,
4,rf-4-23,translate,Traducí al italiano.,Las chicas argentinas son muy simpáticas.,Le ragazze argentine sono molto simpatiche,,,,,
4,rf-4-24,translate,Traducí al italiano.,Es un buen libro.,È un buon libro,,,,,
4,rf-4-25,translate,Traducí al italiano.,¡Qué lindos zapatos!,Che belle scarpe!,,,,,
5,d06-001,conjugate,Conjugá el verbo entre paréntesis en presente.,Noi ___ (abitare) in una vecchia casa.,abitiamo,,,,,
5,d06-002,conjugate,Conjugá el verbo entre paréntesis en presente.,Tu ___ (frequentare) una scuola molto famosa.,frequenti,,,,,
5,d06-003,conjugate,Conjugá el verbo entre paréntesis en presente.,Loro ___ (insegnare) le lingue.,insegnano,,,,,
5,d06-004,conjugate,Conjugá el verbo entre paréntesis en presente.,Lui ___ (imparare) molto.,impara,,,,,
5,d06-005,conjugate,Conjugá el verbo entre paréntesis en presente.,Lei ___ (aspettare) un tassì.,aspetta,,,,,
5,d06-006,conjugate,Conjugá el verbo entre paréntesis en presente.,Guido ___ (portare) sempre una cravatta.,porta,,,,,
5,d06-007,conjugate,Conjugá el verbo entre paréntesis en presente.,Voi ___ (ritornare) tardi?,ritornate,,,,,
5,d06-008,conjugate,Conjugá el verbo entre paréntesis en presente.,Loro ___ (parlare) spesso.,parlano,,,,,
5,d06-009,conjugate,Conjugá el verbo entre paréntesis en presente.,Angelo ___ (guidare) una macchina molto elegante.,guida,,,,,
5,d06-010,conjugate,Conjugá el verbo entre paréntesis en presente.,Voi due ___ (ballare) assai bene.,ballate,,,,,
5,d06-011,conjugate,Conjugá el verbo entre paréntesis en presente (ojo con la ortografía de -care y -gare).,Noi ___ (cercare) il museo.,cerchiamo,,,,,
5,d06-012,conjugate,Conjugá el verbo entre paréntesis en presente (ojo con la ortografía de -care y -gare).,Tonio ___ (giocare) a calcio ogni giorno.,gioca,,,,,
5,d06-013,conjugate,Conjugá el verbo entre paréntesis en presente (ojo con la ortografía de -care y -gare).,Tu ___ (negare) questo?,neghi,,,,,
5,d06-014,conjugate,Conjugá el verbo entre paréntesis en presente (ojo con la ortografía de -care y -gare).,La professoressa ___ (spiegare) tutto.,spiega,,,,,
5,d06-015,conjugate,Conjugá el verbo entre paréntesis en presente (ojo con la ortografía de -care y -gare).,Noi ___ (pagare) oggi.,paghiamo,,,,,
5,d06-016,conjugate,Conjugá el verbo entre paréntesis en presente (ojo con la ortografía de -care y -gare).,Lui ___ (criticare) tutto.,critica,,,,,
5,d06-017,conjugate,Conjugá el verbo entre paréntesis en presente (ojo con la ortografía de -care y -gare).,Tu ___ (indicare) la strada?,indichi,,,,,
5,d06-018,conjugate,Conjugá el verbo entre paréntesis en presente (ojo con la ortografía de -care y -gare).,"Tu, cosa ___ (cercare)?",cerchi,,,,,
5,d06-019,conjugate,Conjugá el verbo entre paréntesis en presente (ojo con la ortografía de -care y -gare).,Loro non ___ (comunicare) con il pubblico.,comunicano,,,,,
5,d06-020,conjugate,Conjugá el verbo entre paréntesis en presente (ojo con la ortografía de -care y -gare).,Tu ___ (giocare) a pallavolo?,giochi,,,,,
5,d06-021,conjugate,"Conjugá el verbo entre paréntesis en presente, cuidando la ortografía.",Tu ___ (cominciare).,cominci,,,,,
5,d06-022,conjugate,"Conjugá el verbo entre paréntesis en presente, cuidando la ortografía.",Voi ___ (cambiare).,cambiate,,,,,
5,d06-023,conjugate,"Conjugá el verbo entre paréntesis en presente, cuidando la ortografía.",Noi ___ (mangiare).,mangiamo,,,,,
5,d06-024,conjugate,"Conjugá el verbo entre paréntesis en presente, cuidando la ortografía.",Io ___ (studiare).,studio,,,,,
5,d06-025,conjugate,"Conjugá el verbo entre paréntesis en presente, cuidando la ortografía.",Lui ___ (cercare).,cerca,,,,,
5,d06-026,conjugate,"Conjugá el verbo entre paréntesis en presente, cuidando la ortografía.",Noi ___ (sciare).,sciamo,,,,,
5,d06-027,conjugate,"Conjugá el verbo entre paréntesis en presente, cuidando la ortografía.",Tu ___ (inviare).,invii,,,,,
5,d06-028,conjugate,"Conjugá el verbo entre paréntesis en presente, cuidando la ortografía.",Noi ___ (pagare).,paghiamo,,,,,
5,d06-029,conjugate,"Conjugá el verbo entre paréntesis en presente, cuidando la ortografía.",Loro ___ (studiare).,studiano,,,,,
5,d06-030,conjugate,"Conjugá el verbo entre paréntesis en presente, cuidando la ortografía.",Lei ___ (indicare).,indica,,,,,
5,d06-031,conjugate,Conjugá el verbo entre paréntesis en presente.,Io ___ (scrivere) cartoline agli amici.,scrivo,,,,,
5,d06-032,conjugate,Conjugá el verbo entre paréntesis en presente.,Noi ___ (vivere) ad Arezzo.,viviamo,,,,,
5,d06-033,conjugate,Conjugá el verbo entre paréntesis en presente.,Tu ___ (prendere) tè o caffè?,prendi,,,,,
5,d06-034,conjugate,Conjugá el verbo entre paréntesis en presente.,Lui ___ (chiudere) la porta.,chiude,,,,,
5,d06-035,conjugate,Conjugá el verbo entre paréntesis en presente.,Loro ___ (vendere) frutta e verdura.,vendono,,,,,
5,d06-036,conjugate,Conjugá el verbo entre paréntesis en presente.,Voi ___ (vedere) quello?,vedete,,,,,
5,d06-037,conjugate,Conjugá el verbo entre paréntesis en presente.,Mirella ___ (rispondere) subito.,risponde,,,,,
5,d06-038,conjugate,Conjugá el verbo entre paréntesis en presente.,Gli studenti ___ (ripetere) le parole.,ripetono,,,,,
5,d06-039,conjugate,Conjugá el verbo entre paréntesis en presente.,Lei ___ (credere) di sì.,crede,,,,,
5,d06-040,conjugate,Conjugá el verbo entre paréntesis en presente.,Noi ___ (prendere) sempre l’autobus numero 7a.,prendiamo,,,,,
5,d06-041,conjugate,Conjugá el verbo entre paréntesis en presente (algunos -ire llevan -isc-).,Tu ___ (sentire) qualcosa?,senti,,,,,
5,d06-042,conjugate,Conjugá el verbo entre paréntesis en presente (algunos -ire llevan -isc-).,Riccardo ___ (dormire) fino a tardi.,dorme,,,,,
5,d06-043,conjugate,Conjugá el verbo entre paréntesis en presente (algunos -ire llevan -isc-).,Noi ___ (aprire) i libri.,apriamo,,,,,
5,d06-044,conjugate,Conjugá el verbo entre paréntesis en presente (algunos -ire llevan -isc-).,Loro ___ (finire) le lezioni all’una.,finiscono,,,,,
5,d06-045,conjugate,Conjugá el verbo entre paréntesis en presente (algunos -ire llevan -isc-).,"Voi ___ (partire) domani, vero?",partite,,,,,
5,d06-046,conjugate,Conjugá el verbo entre paréntesis en presente (algunos -ire llevan -isc-).,Francesca ___ (capire) sempre.,capisce,,,,,
5,d06-047,conjugate,Conjugá el verbo entre paréntesis en presente (algunos -ire llevan -isc-).,Loro ___ (seguire) gli altri.,seguono,,,,,
5,d06-048,conjugate,Conjugá el verbo entre paréntesis en presente (algunos -ire llevan -isc-).,Io ___ (preferire) i gatti ai cani.,preferisco,,,,,
5,d06-049,conjugate,Conjugá el verbo entre paréntesis en presente (algunos -ire llevan -isc-).,"Tu ___ (pulire) la casa il sabato, no?",pulisci,,,,,
5,d06-050,conjugate,Conjugá el verbo entre paréntesis en presente (algunos -ire llevan -isc-).,Io non ___ (sentire) nulla.,sento,,,,,
5,d06-052,translate,Traducí al italiano.,Entiendo.,Capisco.,Io capisco.,,,,
5,d06-053,translate,Traducí al italiano.,Leemos.,Leggiamo.,Noi leggiamo. | Stiamo leggendo. | Noi stiamo leggendo.,,,,
5,d06-054,translate,Traducí al italiano.,Comés. (vos),Mangi.,Tu mangi.,,,,
5,d06-055,translate,Traducí al italiano.,Ellos pagan.,Pagano.,Loro pagano.,,,,
5,d06-056,translate,Traducí al italiano.,Ustedes escriben. (en confianza),Scrivete.,Voi scrivete. | State scrivendo. | Voi state scrivendo.,,,,
5,d06-057,translate,Traducí al italiano.,Termino.,Finisco.,Io finisco.,,,,
5,d06-058,translate,Traducí al italiano.,Él lleva puesto (ropa).,Porta.,Indossa. | Lui porta. | Lui indossa.,,,,
5,d06-059,translate,Traducí al italiano.,Él y ella abren.,Aprono.,Loro aprono. | Lui e lei aprono.,,,,
5,d06-060,translate,Traducí al italiano.,Ellos siguen.,Seguono.,Loro seguono. | Continuano. | Loro continuano.,,,,
5,d06-061,translate,"Traducí al italiano usando e, ma, o, perché.",Paolo llama por teléfono a Marisa y hablan.,Paolo telefona a Marisa e parlano.,Paolo telefona a Marisa e loro parlano. | Paolo chiama Marisa e parlano. | Paolo chiama Marisa e loro parlano.,,,,
5,d06-063,translate,"Traducí al italiano usando e, ma, o, perché.",Ella escucha la radio y él mira televisión.,Lei ascolta la radio e lui guarda la televisione.,Lei ascolta la radio e lui guarda la tv. | Lei ascolta la radio e lui guarda la tivù.,,,,
5,d06-064,translate,"Traducí al italiano usando e, ma, o, perché.",Vos buscás a Beatrice y Beatrice busca a Davide.,Tu cerchi Beatrice e Beatrice cerca Davide.,Cerchi Beatrice e Beatrice cerca Davide.,,,,
5,d06-065,translate,"Traducí al italiano usando e, ma, o, perché.",Empiezan pero no terminan.,Cominciano ma non finiscono.,Loro cominciano ma non finiscono. | Iniziano ma non finiscono. | Loro iniziano ma non finiscono.,,,,
5,d06-066,translate,"Traducí al italiano usando e, ma, o, perché.",Edo y Giulia duermen porque Rosa lee.,Edo e Giulia dormono perché Rosa legge.,,,,,
5,d06-067,translate,"Traducí al italiano usando e, ma, o, perché.",Conocen Florencia pero no Roma.,Conoscono Firenze ma non Roma.,Conoscono Firenze ma non conoscono Roma. | Loro conoscono Firenze ma non Roma.,,,,
5,d06-068,translate,"Traducí al italiano usando e, ma, o, perché.","Él lee, ella escribe y yo estudio.","Lui legge, lei scrive e io studio.","Lui legge, lei scrive ed io studio.",,,,
5,d06-069,translate,"Traducí al italiano usando e, ma, o, perché.",Compran o venden libros.,Comprano o vendono libri.,Loro comprano o vendono libri. | Comprano o vendono dei libri.,,,,
5,s:r18-01b:b,translate,"Traducí al italiano usando al menos una vez cada verbo: alzarsi, bere, dire, essere, fare, fare colazione, riuscire a, sentire, uscire.","Gran Bretaña es una isla e Italia es una península. (isola, penisola)",La Gran Bretagna è un'isola e l'Italia è una penisola.,,,,,
5,s:r18-03:a,cloze,Escribilo bien: poné el verbo en presente.,Tu ___ troppo. (mangiare),mangi,,,,,
5,s:r18-03:b,cloze,Escribilo bien: poné el verbo en presente.,Tu ___ troppo di affitto. (pagare),paghi,,,,,
5,s:r18-03:c,cloze,Escribilo bien: poné el verbo en presente.,Perché non ___ subito? (cominciare – noi),cominciamo,,,,,
5,s:r18-03:d,cloze,Escribilo bien: poné el verbo en presente.,___ spesso a bridge. (giocare – noi),Giochiamo,,,,,
5,s:r18-03c:b,translate,¿Desde cuándo? Respondé en italiano con presente + da.,Da quant'è che abiti qui? – Hace un par de meses que vivo acá.,Abito qui da un paio di mesi.,Vivo qui da un paio di mesi. | Da un paio di mesi.,,,,
5,s:r18-03c:c,translate,¿Desde cuándo? Respondé en italiano con presente + da.,Da quando uscite insieme? – Salimos desde enero.,Usciamo insieme da gennaio.,Da gennaio. | Usciamo da gennaio.,,,,
5,s:r18-03c:e,translate,¿Desde cuándo? Respondé en italiano con presente + da.,Da quant'è che non ci sentiamo? – No hablamos desde el año pasado.,Non ci sentiamo dall'anno scorso.,Dall'anno scorso.,,,,
5,s:r18-03c:f,translate,¿Desde cuándo? Respondé en italiano con presente + da.,È da molto che sei in Italia? – Estoy en Italia desde septiembre.,Sono in Italia da settembre.,Da settembre.,,,,
5,s:r18-04:b,cloze,Completá con el presente de los verbos reflexivos.,Renato e Luca ___ sempre a Londra! (perdersi),si perdono,,,,,
6,d07-013,conjugate,Completá con la forma correcta de avere en presente.,"Lei, signora, ___ il biglietto?",ha,,,,,
6,d07-036,conjugate,Completá con la forma correcta de fare en presente.,___ brutto tempo oggi.,fa,,,,,
6,d07-037,conjugate,Completá con la forma correcta de fare en presente.,"Mario, cosa ___?",fai,,,,,
6,d07-038,conjugate,Completá con la forma correcta de fare en presente.,Noi ___ pranzo fuori.,facciamo,,,,,
6,d07-039,conjugate,Completá con la forma correcta de fare en presente.,L’acqua gassata ___ male.,fa,,,,,
6,d07-040,conjugate,Completá con la forma correcta de fare en presente.,Voi ___ le valigie?,fate,,,,,
6,d07-041,conjugate,Completá con la forma correcta de fare en presente.,Emilio ___ una telefonata.,fa,,,,,
6,d07-042,conjugate,Completá con la forma correcta de fare en presente.,I turisti ___ molte fotografie.,fanno,,,,,
6,d07-043,conjugate,Completá con la forma correcta de fare en presente.,I professori ___ la conoscenza degli studenti.,fanno,,,,,
6,d07-044,conjugate,Completá con la forma correcta de fare en presente.,Lui ___ sempre lo spiritoso.,fa,,,,,
6,d07-045,conjugate,Completá con la forma correcta de fare en presente.,"Dopo cena, io ___ la doccia.",faccio,,,,,
6,d07-046,conjugate,"Conjugá en presente el verbo italiano que corresponde a la pista (andare, dare, dovere, potere, stare, venire, volere).",Paola ___ da mangiare al gatto. (dar),dà,,,,,
6,d07-047,conjugate,"Conjugá en presente el verbo italiano que corresponde a la pista (andare, dare, dovere, potere, stare, venire, volere).",A che ora ___ loro? (ir),vanno,,,,,
6,d07-048,conjugate,"Conjugá en presente el verbo italiano que corresponde a la pista (andare, dare, dovere, potere, stare, venire, volere).",Io ___ studiare. (tener que),devo,debbo,,,,
6,d07-049,conjugate,"Conjugá en presente el verbo italiano que corresponde a la pista (andare, dare, dovere, potere, stare, venire, volere).",Voi ___ a teatro domani? (ir),andate,,,,,
6,d07-050,conjugate,"Conjugá en presente el verbo italiano que corresponde a la pista (andare, dare, dovere, potere, stare, venire, volere).","Come ___, caro? (estar)",stai,,,,,
6,d07-051,conjugate,"Conjugá en presente el verbo italiano que corresponde a la pista (andare, dare, dovere, potere, stare, venire, volere).",Tu ___ venire con noi? (querer),vuoi,,,,,
6,d07-052,conjugate,"Conjugá en presente el verbo italiano que corresponde a la pista (andare, dare, dovere, potere, stare, venire, volere).",I bambini non ___ mangiare tanti dolci. (deber),devono,debbono,,,,
6,d07-053,conjugate,"Conjugá en presente el verbo italiano que corresponde a la pista (andare, dare, dovere, potere, stare, venire, volere).",Tu e Marco ___ molti regali ai bambini. (dar),date,,,,,
6,d07-054,conjugate,"Conjugá en presente el verbo italiano que corresponde a la pista (andare, dare, dovere, potere, stare, venire, volere).",Noi ___ arrivare presto. (poder),possiamo,,,,,
6,d07-055,conjugate,"Conjugá en presente el verbo italiano que corresponde a la pista (andare, dare, dovere, potere, stare, venire, volere).",Io ___ stasera. (venir),vengo,,,,,
6,d07-056,conjugate,"Conjugá en presente el verbo italiano que corresponde a la pista (andare, dire, partire, uscire).",Tu ___ dopo cena? (salir),esci,,,,,
6,d07-057,conjugate,"Conjugá en presente el verbo italiano que corresponde a la pista (andare, dire, partire, uscire).","Loro ___ domani mattina per Milano. (partir, irse de viaje)",partono,,,,,
6,d07-058,conjugate,"Conjugá en presente el verbo italiano que corresponde a la pista (andare, dire, partire, uscire).",Io non ___ a scuola. (ir),vado,,,,,
6,d07-059,conjugate,"Conjugá en presente el verbo italiano que corresponde a la pista (andare, dire, partire, uscire).",Marco ___ sempre con gli amici. (salir),esce,,,,,
6,d07-060,conjugate,"Conjugá en presente el verbo italiano que corresponde a la pista (andare, dire, partire, uscire).","Figlio mio, dove ___? (ir)",vai,,,,,
